,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
30,ostrovnoy,100,RU,1603245225,81,68.05,39.51,36.77,13.11
31,hermanus,0,ZA,1603245033,85,-34.42,19.23,50.0,1.01
32,tuktoyaktuk,90,CA,1603245225,92,69.45,-133.04,23.0,16.11
33,avarua,100,CK,1603245032,94,-21.21,-159.78,75.2,6.93
34,bredasdorp,0,ZA,1603245031,93,-34.53,20.04,41.0,2.24
35,tha chang,75,LA,1603245225,88,14.96,105.72,77.0,6.93
36,cape town,0,CL,1603245225,58,-36.41,-71.9,59.0,6.93
37,tilichiki,100,RU,1603244686,87,60.47,166.1,40.46,16.55
38,castro,58,BR,1603245191,89,-24.79,-50.01,62.94,5.91
39,alpena,90,US,1603245073,70,45.06,-83.43,46.0,4.7
40,zhangye,0,CN,1603245225,32,38.93,100.45,55.31,6.29
41,berlevag,95,NO,1603245060,79,70.86,29.09,36.91,1.28
42,kozarmisleny,50,HU,1603245226,73,46.03,18.29,44.94,5.19
43,skibbereen,75,IE,1603244746,93,51.55,-9.27,46.4,4.7
44,bengkulu,35,ID,1603245226,64,-3.8,102.27,84.15,1.97
45,port alfred,24,CD,1603245226,71,-7.03,29.76,73.44,6.31
46,quiruvilca,99,PE,1603245226,100,-7.97,-78.2,41.0,1.7
47,butaritari,46,KI,1603245226,73,3.07,172.79,82.38,10.36
48,lexington,0,US,1603245054,73,37.99,-84.48,64.99,7.11
49,saldanha,0,ZA,1603245226,81,-33.01,17.94,44.6,5.82
50,kapaa,90,US,1603244977,78,22.08,-159.32,81.0,4.7
51,port hedland,24,CD,1603245227,71,-7.03,29.76,73.44,6.31
52,saint-georges,20,GD,1603245227,79,12.06,-61.75,84.2,14.99
53,lerwick,100,GB,1603245227,87,60.15,-1.15,48.2,26.4
54,east london,40,IS,1603245227,86,65.0,-15.0,26.6,5.82
55,ano mera,100,PH,1603245227,84,15.95,120.39,80.94,28.88
56,constitucion,24,CL,1603245048,78,-35.33,-72.42,51.31,14.25
57,bambous virieux,40,MU,1603245227,78,-20.26,57.41,73.99,12.75
58,champerico,100,GT,1603245227,99,14.3,-91.92,66.0,9.22
59,chivay,100,PE,1603245227,65,-15.64,-71.6,45.05,1.97
60,guadalupe y calvo,40,MX,1603245190,61,25.68,-100.25,80.6,5.82
61,coquimbo,0,CL,1603245227,93,-29.95,-71.34,53.6,4.7
62,grindavik,75,IS,1603245227,86,63.84,-22.43,37.4,5.82
63,cherskiy,97,RU,1603245084,97,68.75,161.3,23.02,4.41
64,nizhniy kuranakh,40,RU,1603245228,93,45.39,39.24,42.8,2.24
65,punta arenas,100,PH,1603245228,67,8.99,125.34,86.95,2.84
66,bad camberg,24,DE,1603245228,73,47.63,9.83,48.99,3.0
67,vaini,75,TO,1603245228,69,-21.2,-175.2,77.0,10.29
68,methoni,40,GR,1603245228,93,36.82,21.7,63.0,6.93
69,airai,21,TL,1603245228,31,-8.93,125.41,80.62,4.99
70,sergeyevka,0,KZ,1603245228,83,53.88,67.42,42.51,5.77
71,ryotsu,20,JP,1603245228,55,38.08,138.43,64.4,4.7
72,itarema,0,BR,1603245077,77,-2.92,-39.92,79.03,16.42
73,tsabong,0,BW,1603245228,26,-26.02,22.4,66.24,12.46
74,pevek,84,RU,1603245228,95,69.7,170.31,31.03,16.37
75,petropavlovsk-kamchatskiy,0,RU,1603245229,39,53.05,158.65,44.6,13.42
76,jamestown,90,US,1603245073,93,42.1,-79.24,48.99,6.93
77,sosnovo,95,RU,1603245229,79,60.55,30.21,28.0,2.91
78,georgetown,20,MY,1603245034,83,5.41,100.34,82.4,3.36
79,tiksi,89,RU,1603245044,92,71.69,128.87,8.44,8.77
80,merrill,90,US,1603245141,97,45.18,-89.68,33.01,4.7
81,teeli,37,RU,1603245229,81,51.03,90.23,31.35,0.34
82,akyab,57,MM,1603245229,81,20.15,92.9,81.3,9.44
83,marystown,100,CA,1603245132,100,47.17,-55.15,57.99,3.0
84,kavieng,98,PG,1603245080,77,-2.57,150.8,81.91,7.4
85,balaipungut,90,ID,1603245229,94,1.05,101.28,78.8,1.88
86,ribeira grande,90,ES,1603245230,93,42.75,-8.44,60.01,13.87
87,qaanaaq,37,GL,1603245230,82,77.48,-69.36,20.41,6.17
88,zhangjiakou,0,CN,1603244736,49,40.81,114.88,40.53,17.76
89,kruisfontein,0,ZA,1603245039,91,-34.0,24.73,48.0,3.69
90,vardo,77,NO,1603245230,75,70.37,31.11,38.26,3.8
91,bogorodskoye,19,RU,1603245230,99,56.55,37.88,28.9,7.99
92,luderitz,0,NA,1603245230,47,-26.65,15.16,62.06,15.23
93,port elizabeth,24,CD,1603245230,71,-7.03,29.76,73.44,6.31
94,monroe,90,US,1603245230,87,43.15,-77.68,48.99,5.82
95,half moon bay,98,LR,1603245230,91,6.38,-10.7,76.19,2.19
96,mitsamiouli,5,KM,1603245230,74,-11.38,43.28,78.62,3.22
97,whitehorse,75,CA,1603244944,53,60.72,-135.05,23.0,6.93
98,vysokogornyy,100,RU,1603245231,55,50.12,139.15,45.43,4.03
99,poum,1,NC,1603245107,67,-20.23,164.02,75.63,3.11
100,saskylakh,91,RU,1603245231,97,71.92,114.08,19.78,8.52
101,hovd,0,MN,1603245231,76,48.01,91.64,33.3,2.06
102,tasiilaq,100,GL,1603245231,96,65.61,-37.64,32.0,23.04
103,sandomierz,100,PL,1603245231,90,50.68,21.75,46.99,7.2
104,barth,75,DE,1603245231,100,54.36,12.72,54.0,8.05
105,tekeli,0,KZ,1603245231,31,44.83,78.82,52.57,8.01
106,krasnoselkup,100,RU,1603244646,98,65.7,82.47,25.81,10.63
107,guerrero negro,100,MX,1603245231,77,17.67,-100.0,68.27,1.66
108,carnarvon,75,AU,1603245231,64,-24.87,113.63,71.6,20.8
109,chimoio,20,MZ,1603245231,100,-19.12,33.48,68.0,4.7
110,eyl,0,SO,1603245079,80,7.98,49.82,78.85,8.08
111,lavrentiya,97,RU,1603245231,95,65.58,-171.0,38.32,7.14
112,geraldton,75,AU,1603245231,60,-28.77,114.6,69.8,17.22
113,new norfolk,75,LR,1603245232,97,6.65,-10.59,72.88,0.85
114,liku,100,ID,1603245232,61,-0.73,119.89,87.37,0.47
115,mys shmidta,100,RU,1603245232,97,62.06,48.62,27.19,6.53
116,bella vista,52,IT,1603245232,82,40.76,15.54,51.01,3.0
117,chapleau,90,CA,1603245232,69,47.84,-83.4,33.8,2.24
118,ljungby,100,SE,1603245232,100,56.83,13.94,46.99,6.93
119,ancud,0,CL,1603245035,80,-41.87,-73.82,45.0,5.82
120,majene,100,ID,1603245232,67,-3.54,118.97,84.7,9.37
121,shelburne,75,CA,1603244702,93,44.08,-80.2,39.99,3.36
122,mahanoro,32,MG,1603245232,84,-19.9,48.8,71.13,5.14
123,kaele,0,CM,1603245232,46,10.11,14.45,76.68,3.89
124,aklavik,90,CA,1603245233,92,68.22,-135.01,23.0,10.29
125,faya,0,SA,1603245046,23,18.39,42.45,55.4,6.93
126,bulungu,100,CD,1603245233,98,-4.55,18.6,70.38,2.35
127,codrington,4,AU,1603245233,70,-38.27,141.97,58.26,7.47
128,pokhara,0,NP,1603245233,49,28.23,83.98,71.11,2.8
129,iqaluit,90,CA,1603245180,74,63.75,-68.51,30.2,9.17
130,san rafael,0,ML,1603245225,49,13.3,-4.9,80.87,7.72
131,saint-philippe,15,RE,1603245048,56,-21.36,55.77,69.01,4.7
132,hilo,20,US,1603245023,51,19.73,-155.09,84.2,12.75
133,mogadishu,40,SO,1603245010,82,2.04,45.34,78.82,10.94
134,bethel,1,US,1603245216,100,41.37,-73.41,60.01,0.58
135,dukat,13,RU,1603245233,93,62.55,155.55,14.05,1.79
136,mar del plata,20,ES,1603245233,82,43.4,-4.01,64.99,8.05
137,komatipoort,100,ZA,1603245233,82,-25.43,31.95,66.0,1.01
138,sitka,75,US,1603244978,70,57.05,-135.33,44.6,3.36
139,uelzen,75,DE,1603245234,93,52.97,10.57,52.0,8.05
140,boshnyakovo,49,RU,1603245234,57,49.63,142.17,49.82,13.44
141,puerto ayora,20,ES,1603245234,93,36.59,-6.23,66.2,12.75
142,ban nahin,89,LA,1603245234,75,20.02,104.61,68.92,1.48
143,portales,1,US,1603244469,13,34.19,-103.33,73.4,9.17
144,klichka,100,RU,1603245234,90,50.45,118.0,28.81,16.06
145,college,90,US,1603245032,79,64.86,-147.8,23.0,1.01
146,hambantota,37,LK,1603245067,74,6.12,81.12,81.66,17.22
147,kirakira,63,SB,1603245234,62,-10.45,161.92,85.1,7.85
148,kamenka,3,RU,1603245234,91,51.32,42.77,34.07,10.29
149,klang,20,MY,1603245234,83,3.03,101.45,89.01,1.12
150,bluff,50,NZ,1603245034,61,-46.6,168.33,57.0,11.01
151,tezu,60,IN,1603245062,77,27.92,96.17,74.43,1.39
152,kuala terengganu,40,ID,1603245208,94,3.38,98.62,80.6,2.24
153,beringovskiy,55,RU,1603245235,85,63.05,179.32,41.52,11.65
154,chapais,90,CA,1603244694,99,49.78,-74.85,33.8,2.24
155,kupang,40,ID,1603245235,59,-10.17,123.58,89.6,8.05
156,sisimiut,100,GL,1603245235,90,66.94,-53.67,33.17,27.11
157,lebu,0,CL,1603245035,78,-37.62,-73.65,49.06,17.52
158,san carlos de bariloche,0,ML,1603245225,49,13.3,-4.9,80.87,7.72
159,golden,75,US,1603245235,48,39.76,-105.22,55.0,5.82
160,carbonia,40,IT,1603245235,93,39.17,8.52,66.2,8.05
161,katima mulilo,38,SL,1603245235,98,8.47,-12.01,72.72,1.21
162,ilhabela,35,BR,1603245235,88,-23.78,-45.36,72.39,2.62
163,lompoc,90,US,1603245236,82,34.64,-120.46,60.8,8.05
164,san antonio,0,ML,1603245225,49,13.3,-4.9,80.87,7.72
165,maralal,67,KE,1603245236,89,1.1,36.7,59.41,5.79
166,waddan,0,LY,1603245093,78,29.16,16.14,60.69,6.71
167,ranong,75,TH,1603245236,94,9.97,98.63,77.0,1.12
168,pangnirtung,100,CA,1603245236,94,66.15,-65.71,24.57,3.53
169,salisbury,100,GB,1603244960,93,51.07,-1.8,59.0,8.05
170,marquette,100,US,1603245236,91,46.53,-87.63,35.01,9.98
171,mabaruma,0,GY,1603245163,90,8.2,-59.78,76.62,3.78
172,tura,0,IN,1603245129,80,25.52,90.22,78.82,2.08
173,aquiraz,40,BR,1603245236,78,-3.9,-38.39,80.6,12.75
174,egvekinot,98,RU,1603245236,100,66.32,-179.17,33.91,5.64
175,dudinka,52,RU,1603245162,91,69.41,86.18,3.2,2.24
176,thompson,90,CA,1603245236,79,55.74,-97.86,26.6,2.24
177,sao filipe,0,IN,1603245236,82,20.51,76.21,74.93,2.93
178,izmit,75,TR,1603245237,100,40.77,29.92,55.4,5.86
179,itoman,75,JP,1603245237,66,26.12,127.67,84.2,18.34
180,longyearbyen,40,SJ,1603245237,73,78.22,15.64,24.8,3.36
181,andenes,2,NO,1603245237,69,69.31,16.12,32.0,11.41
182,morehead,90,US,1603245237,93,37.27,-87.18,68.0,7.61
183,ponta do sol,36,PT,1603245237,72,38.73,-28.27,59.72,24.05
184,mezen,99,RU,1603245237,97,65.85,44.24,32.5,7.58
185,puerto escondido,20,ES,1603245224,93,36.59,-6.23,66.2,12.75
186,sampit,94,ID,1603245237,71,-2.53,112.95,86.45,2.37
187,lokoja,100,NG,1603245238,88,7.8,6.74,75.24,2.73
188,halifax,97,CA,1603244998,89,44.65,-63.57,59.0,5.55
189,severo-kurilsk,59,RU,1603245038,65,50.68,156.12,42.6,28.72
190,netrakona,0,BD,1603244728,85,24.88,90.72,79.63,8.46
191,cabo san lucas,40,BR,1603245238,74,-8.28,-35.03,78.8,13.87
192,lucapa,99,AO,1603245238,94,-8.42,20.74,64.85,0.65
193,hasaki,40,JP,1603245238,59,35.73,140.83,69.01,9.17
194,kaitangata,57,NZ,1603245162,47,-46.28,169.85,56.82,2.66
195,santa vitoria do palmar,100,PH,1603245238,81,17.49,120.43,82.81,6.4
196,pilna,65,RU,1603245238,93,55.55,45.92,33.31,14.09
197,clearlake,0,US,1603245238,27,38.96,-122.63,75.99,3.0
198,hami,0,CN,1603245239,34,42.8,93.45,55.09,7.47
199,coahuayana,99,MX,1603245137,84,18.73,-103.68,80.47,2.64
200,dharchula,0,IN,1603245239,33,29.85,80.53,62.91,3.24
201,dehloran,0,IR,1603245239,31,32.69,47.27,66.22,1.79
202,boca do acre,100,IT,1603245239,91,45.68,8.41,52.0,2.51
203,cidreira,97,BR,1603245239,93,-30.18,-50.21,68.88,7.36
204,aksarka,100,RU,1603245239,98,66.56,67.8,19.87,7.36
205,slyudyanka,87,RU,1603245239,70,51.66,103.71,35.56,3.36
206,port blair,24,CD,1603245226,71,-7.03,29.76,73.44,6.31
207,hirara,75,JP,1603245239,88,24.8,125.28,78.8,19.46
208,norman wells,40,US,1603245240,83,35.22,-97.44,71.01,3.36
209,manzanillo,97,CU,1603245240,88,20.34,-77.12,76.28,5.03
210,sola,53,VU,1603245240,77,-13.88,167.55,79.66,11.72
211,gimli,100,CA,1603245129,98,50.63,-96.99,30.0,14.9
212,vila velha,100,PT,1603245240,95,42.03,-8.16,54.0,5.99
213,yellowknife,20,CA,1603245029,79,62.46,-114.35,21.2,9.17
214,saint-pierre,1,RE,1603244412,56,-21.34,55.48,69.8,4.7
215,saint-augustin,100,CA,1603244727,96,51.23,-58.65,47.05,10.92
216,fortuna,1,US,1603244998,82,40.6,-124.16,59.0,8.05
217,port lincoln,24,CD,1603245230,71,-7.03,29.76,73.44,6.31
218,valparaiso,0,CL,1603245012,100,-33.04,-71.63,50.0,6.93
219,san cristobal,0,ML,1603245225,49,13.3,-4.9,80.87,7.72
220,antalaha,100,MG,1603245240,84,-14.9,50.28,72.09,11.3
221,khani,75,GE,1603245241,93,41.96,42.96,57.2,2.24
222,poiana marului,0,RO,1603245241,100,44.57,25.68,39.2,2.24
223,luanda,75,AO,1603245241,83,-8.84,13.23,75.2,6.93
224,zhigansk,100,RU,1603245139,96,66.77,123.37,18.03,0.69
225,grand river south east,1,US,1603245241,15,38.88,-109.5,66.2,3.36
226,luwingu,100,ZM,1603245241,62,-10.26,29.93,70.63,1.05
227,epe,86,NG,1603245241,95,6.58,3.98,76.23,3.96
228,dikson,94,RU,1603245165,97,73.51,80.55,24.03,5.01
229,bluefields,100,NI,1603245241,88,12.01,-83.76,78.42,1.97
230,sinnamary,100,GF,1603245241,80,5.38,-52.95,80.11,12.66
231,concarneau,90,FR,1603245241,93,47.88,-3.92,59.0,9.17
232,russell,1,US,1603245242,77,32.35,-85.2,73.4,5.73
233,dennery,20,LC,1603245242,74,13.9,-60.89,84.2,8.05
234,mtwara,20,TZ,1603245242,94,-10.27,40.18,68.0,5.17
235,mahebourg,40,MU,1603245242,78,-20.41,57.7,73.4,12.75
236,faanui,1,PF,1603245051,80,-16.48,-151.75,78.96,14.27
237,morondava,0,MG,1603245242,58,-20.28,44.28,72.43,6.15
238,simpang,65,ID,1603245242,83,-1.27,104.08,82.78,3.38
239,arraial do cabo,40,BR,1603245242,77,-22.84,-46.65,69.8,5.82
240,de-kastri,97,RU,1603245242,49,51.47,140.78,49.95,10.85
241,oranjemund,0,NA,1603245118,68,-28.55,16.43,57.22,13.24
242,alice springs,1,US,1603245242,74,27.75,-98.07,78.8,11.41
243,vestmannaeyjar,100,IS,1603245242,72,63.44,-20.27,37.99,6.76
244,neryungri,100,RU,1603244708,94,56.67,124.65,20.48,14.79
245,nouakchott,1,MR,1603245243,42,18.09,-15.98,84.2,12.75
246,camana,70,PE,1603244431,75,-16.62,-72.71,62.29,3.13
247,upernavik,100,GL,1603245044,92,72.79,-56.15,32.74,2.86
248,margate,100,GB,1603245051,89,51.38,1.39,59.0,4.0
249,tiznit,15,MA,1603245243,65,29.58,-9.5,67.17,1.52
250,taoudenni,0,ML,1603245063,19,22.68,-3.98,78.71,9.95
251,kavaratti,86,IN,1603245243,70,10.57,72.64,81.86,8.01
252,belyy yar,100,RU,1603245243,91,55.84,32.94,33.6,4.74
253,winnemucca,1,US,1603245243,19,40.97,-117.74,69.8,8.05
254,klaksvik,39,FO,1603245021,69,62.23,-6.59,39.2,5.82
255,taltal,6,CL,1603245243,68,-25.4,-70.48,58.73,3.4
256,gasa,6,PS,1603245243,100,31.5,34.47,73.0,6.15
257,comodoro rivadavia,99,BR,1603245243,87,-13.66,-59.79,70.56,1.72
258,okhotsk,97,RU,1603245244,78,59.38,143.3,27.79,7.67
259,anapskaya,40,RU,1603245244,75,44.89,37.38,46.4,2.24
260,banda aceh,4,IN,1603245244,27,25.48,80.33,77.43,2.57
261,meulaboh,90,ID,1603245218,73,4.14,96.13,81.88,4.52
262,salalah,1,OM,1603245244,41,17.02,54.09,78.8,2.24
263,kolokani,0,ML,1603245244,26,13.57,-8.03,77.9,2.89
264,bonanza,100,NI,1603245244,96,14.03,-84.59,73.24,1.43
265,zhicheng,28,CN,1603244738,77,30.3,111.5,66.0,3.42
266,acapulco,75,MX,1603244558,83,16.86,-99.89,84.2,6.93
267,launceston,90,AU,1603245244,62,-41.45,147.17,62.01,9.17
268,torbay,90,CA,1603245244,93,47.67,-52.73,57.99,19.46
269,sidi ali,100,CF,1603245244,94,5.08,19.88,71.6,4.94
270,arlit,0,NE,1603245245,13,18.74,7.39,84.99,6.44
271,tromso,1,NO,1603245245,92,69.65,18.96,24.8,6.93
272,wagar,0,SD,1603245245,58,16.15,36.2,76.28,6.98
273,srednekolymsk,81,RU,1603245245,96,67.45,153.68,19.0,5.5
274,souillac,40,MU,1603245245,78,-20.52,57.52,73.4,12.75
275,daru,100,PG,1603245245,71,-9.08,143.21,83.64,10.33
276,huilong,100,CN,1603245084,97,31.81,121.66,64.99,1.01
277,nouadhibou,0,MR,1603245212,57,20.93,-17.03,77.0,17.22
278,sao joao de pirabas,0,IN,1603245245,82,20.51,76.21,74.93,2.93
279,tabou,67,CI,1603244656,82,4.42,-7.35,77.05,4.43
280,olafsvik,100,IS,1603245090,75,64.89,-23.71,42.93,10.83
281,colac,59,AU,1603244977,76,-38.33,143.58,59.0,2.24
282,yulara,0,AU,1603245045,31,-25.24,130.99,89.6,5.82
283,asfi,3,MA,1603244748,87,32.3,-9.24,67.24,16.2
284,dingle,52,PH,1603244670,80,11.0,122.67,84.0,15.03
285,ilulissat,100,GL,1603245042,86,69.22,-51.1,33.8,10.29
286,najran,0,SA,1603244650,29,17.49,44.13,60.8,2.53
287,robe,94,AU,1603245246,70,-37.18,139.75,57.69,11.59
288,ketchikan,75,US,1603244493,93,55.34,-131.65,46.4,3.36
289,cockburn town,40,AU,1603245246,22,-32.08,141.0,75.2,5.82
290,inhambane,30,MZ,1603245246,89,-23.86,35.38,72.28,8.7
291,chabua,40,IN,1603245246,83,27.48,95.17,78.8,4.43
292,yerbogachen,100,RU,1603244475,94,61.28,108.01,21.97,9.6
293,viedma,74,AR,1603244662,68,-40.81,-63.0,48.58,9.82
294,marawi,100,PH,1603244675,67,8.0,124.29,86.0,4.0
295,komsomolskiy,0,UZ,1603245115,36,40.43,71.72,50.0,9.17
296,fairlie,100,GB,1603245246,87,55.76,-4.86,54.0,4.0
297,barmer,0,IN,1603245247,42,25.75,71.38,81.41,1.66
298,nyaunglebin,83,MM,1603245247,84,17.95,96.73,77.58,1.61
299,koslan,97,RU,1603244745,97,63.46,48.9,28.31,3.62
300,ryabovo,100,RU,1603245247,92,59.4,31.13,28.4,2.24
301,ottawa,75,CA,1603245103,86,45.41,-75.7,42.01,8.05
302,labuan,20,MY,1603245001,74,5.28,115.24,84.2,4.7
303,chifeng,0,CN,1603245247,52,42.27,118.96,44.24,16.78
304,novobiryusinskiy,100,RU,1603245247,95,56.96,97.71,35.42,7.09
305,porto walter,75,PT,1603245247,100,41.15,-8.61,59.0,14.99
306,mackay,40,AU,1603245050,54,-21.15,149.2,84.2,14.99
307,charters towers,90,US,1603245247,100,38.57,-83.43,60.8,3.36
308,atambua,64,ID,1603245247,43,-9.11,124.89,87.57,2.04
309,lashma,99,RU,1603245247,91,54.93,41.14,33.06,9.15
310,finnsnes,0,NO,1603245247,92,69.23,17.98,25.0,16.11
311,ansalta,100,RU,1603245248,73,42.69,46.12,47.73,3.13
312,mount darwin,100,GB,1603245248,96,53.66,-1.85,55.99,1.99
313,clyde river,100,US,1603245248,92,41.3,-82.98,51.01,9.01
314,martil,89,MA,1603245248,73,35.62,-5.28,69.8,8.05
315,broome,90,US,1603245248,100,42.25,-75.83,51.01,5.82
316,artvin,90,TR,1603245248,87,41.17,41.83,60.8,8.05
317,sabha,27,LY,1603245248,62,27.04,14.43,66.69,11.36
318,keetmanshoop,0,NA,1603245248,28,-26.58,18.13,58.57,6.73
319,hithadhoo,65,MV,1603245248,80,-0.6,73.08,82.04,13.71
320,shiyan,40,CN,1603244755,56,32.65,110.78,65.71,6.51
321,yeniseysk,100,RU,1603245248,94,58.45,92.17,33.03,4.79
322,laguna,1,US,1603245249,30,38.42,-121.42,80.6,1.79
323,huanren,100,CN,1603245249,59,41.26,125.37,56.07,9.69
324,provideniya,90,RU,1603245035,87,64.38,-173.3,44.6,13.42
325,payo,82,ID,1603245249,68,-3.75,103.64,85.78,0.54
326,coihaique,0,CL,1603245249,70,-45.58,-72.07,44.6,2.24
327,novobirilyussy,100,RU,1603245249,91,56.95,90.67,35.71,5.77
328,burgeo,89,CA,1603245249,93,47.62,-57.62,54.95,17.07
329,hobyo,8,SO,1603245249,85,5.35,48.53,79.34,15.57
330,wolgast,100,DE,1603245249,91,54.05,13.77,50.0,1.99
331,jiexiu,0,CN,1603245249,35,37.02,111.91,51.17,9.64
332,mogok,92,MM,1603245250,69,22.92,96.5,72.59,1.57
333,benguela,89,AO,1603245250,81,-12.58,13.41,73.38,2.01
